Tree,DepthIndex,Feature,Threshold
768,2,Temp,47.35822296142578
768,3,alpha_bulk_speed,328.7047119140625
768,4,mean_integrated_flux_s9_mod,10683450.0
768,5,mean_integrated_flux_s16_mod,23018276.0
769,0,mean_integrated_flux_s16_mod,60312696.0
769,1,Temp,48.82890319824219
769,2,mean_integrated_flux_s9_mod,25536776.0
769,3,proton_xvelocity,-386.99700927734375
769,4,By_gse,-4.238874435424805
769,5,Bx_gsm,1.1122832298278809
770,0,proton_xvelocity,-531.2929077148438
770,1,Bx_gsm,3.035618782043457
770,2,proton_zvelocity,-34.03883361816406
770,3,Bz_gsm,-5.009020805358887
770,4,By_gse,-4.3647050857543945
770,5,mean_integrated_flux_s9_mod,19901408.0
771,0,mean_integrated_flux_s17_mod,48953908.0
771,1,alpha_density,0.10779902338981628
771,2,Temp,54.053672790527344
771,3,Bx_gsm,4.420250415802002
771,4,mean_integrated_flux_s9_mod,31628870.0
771,5,alpha_thermal,51.22299575805664
772,0,proton_yvelocity,2.2268667221069336
772,1,alpha_bulk_speed,391.38861083984375
772,2,proton_zvelocity,17.19643783569336
772,3,Bz_gse,3.6925272941589355
772,4,mean_integrated_flux_s9_mod,18006248.0
772,5,Bx_gsm,2.9218783378601074
773,0,proton_yvelocity,3.705376148223877
773,1,By_gsm,-0.47155290842056274
773,2,mean_integrated_flux_s9_mod,25283716.0
773,3,alpha_thermal,46.72683334350586
773,4,proton_xvelocity,-347.71319580078125
773,5,mean_integrated_flux_s16_mod,19467356.0
774,0,proton_zvelocity,39.81181335449219
774,1,alpha_density,0.05403687059879303
774,2,By_gsm,4.092800140380859
774,3,alpha_bulk_speed,372.937744140625
774,4,By_gsm,5.327113151550293
774,5,Bz_gsm,-1.7555265426635742
775,0,Density,11.375082015991211
775,1,proton_zvelocity,8.184080123901367
775,2,mean_integrated_flux_s9_mod,74927824.0
775,3,proton_xvelocity,-367.5121765136719
775,4,alpha_density,0.13132606446743011
775,5,By_gse,-5.370631217956543
776,0,alpha_density,0.11904886364936829
776,1,By_gse,-7.236949920654297
776,2,By_gsm,-7.659086227416992
776,3,By_gsm,-6.222102165222168
776,4,Speed_bulk_proton,388.305419921875
776,5,Density,5.2256574630737305
777,0,alpha_density,0.1069493442773819
777,1,Bx_gse,3.3243837356567383
777,2,By_gse,0.7276201248168945
777,3,mean_integrated_flux_s9_mod,66161124.0
777,4,mean_integrated_flux_s11_mod,104651648.0
777,5,By_gsm,1.3253380060195923
778,0,proton_yvelocity,1.1743862628936768
778,1,mean_integrated_flux_s11_mod,61127320.0
778,2,mean_integrated_flux_s11_mod,25387240.0
778,3,mean_integrated_flux_s9_mod,24016006.0
778,4,proton_zvelocity,10.622682571411133
778,5,alpha_bulk_speed,392.695556640625
779,0,mean_integrated_flux_s17_mod,36751864.0
779,1,alpha_bulk_speed,394.4468688964844
779,2,alpha_bulk_speed,413.78033447265625
779,3,mean_integrated_flux_s9_mod,10302368.0
779,4,mean_integrated_flux_s10_mod,111403928.0
779,5,alpha_density,0.04388454183936119
780,0,Speed_bulk_proton,531.2811279296875
780,1,mean_integrated_flux_s15_mod,8416886.0
780,2,By_gse,0.7276201248168945
780,3,mean_integrated_flux_s19_mod,36628680.0
780,4,proton_zvelocity,22.616600036621094
780,5,Bz_gsm,4.972860336303711
781,0,By_gse,-6.828296661376953
781,1,Bx_gse,0.06953641772270203
781,2,Bz_gsm,-3.998342752456665
781,3,Bz_gse,-1.2890127897262573
781,4,proton_xvelocity,-386.99700927734375
781,5,Speed_bulk_proton,407.9012451171875
782,0,Bx_gse,3.5134496688842773
782,1,mean_integrated_flux_s18_mod,69158672.0
782,2,proton_xvelocity,-367.5121765136719
782,3,alpha_bulk_speed,372.937744140625
782,4,alpha_density,0.060678593814373016
782,5,Bz_gse,3.4166345596313477
783,0,alpha_density,0.09049109369516373
783,1,By_gse,-2.9840919971466064
783,2,By_gsm,-2.3988866806030273
783,3,proton_zvelocity,6.60426664352417
783,4,mean_integrated_flux_s9_mod,32149036.0
783,5,Speed_bulk_proton,368.1624755859375
784,0,By_gsm,-5.534019947052002
784,1,Bz_gse,-0.8490431904792786
784,2,proton_xvelocity,-384.7904357910156
784,3,Temp,48.9940071105957
784,4,By_gsm,4.146353244781494
784,5,mean_integrated_flux_s15_mod,18179056.0
785,0,Density,11.103139877319336
785,1,proton_xvelocity,-358.3107604980469
785,2,alpha_bulk_speed,357.52081298828125
785,3,By_gse,8.116945266723633
785,4,mean_integrated_flux_s16_mod,16304183.0
785,5,alpha_thermal,27.832721710205078
786,0,Bx_gse,3.5134496688842773
786,1,alpha_density,0.12097177654504776
786,2,alpha_thermal,50.003536224365234
786,3,proton_xvelocity,-347.71319580078125
786,4,By_gsm,1.2556016445159912
786,5,proton_yvelocity,5.107885360717773
787,0,alpha_bulk_speed,536.4273681640625
787,1,mean_integrated_flux_s19_mod,80102040.0
787,2,alpha_density,0.07467392086982727
787,3,Temp,52.512420654296875
787,4,By_gsm,3.9877467155456543
787,5,Bz_gsm,-2.7473936080932617
788,0,By_gsm,-4.568645477294922
788,1,By_gsm,-0.39162135124206543
788,2,proton_yvelocity,-0.7836711406707764
788,3,Bx_gse,1.3993818759918213
788,4,mean_integrated_flux_s9_mod,18006248.0
788,5,mean_integrated_flux_s11_mod,47634208.0
789,0,alpha_density,0.09119031578302383
789,1,proton_yvelocity,-2.526224136352539
789,2,By_gse,0.7276201248168945
789,3,mean_integrated_flux_s9_mod,33720112.0
789,4,mean_integrated_flux_s15_mod,6069574.0
789,5,Bz_gsm,1.228388786315918
790,0,alpha_density,0.11048298329114914
790,1,By_gse,-7.08966064453125
790,2,By_gse,-2.5458741188049316
790,3,alpha_bulk_speed,391.38861083984375
790,4,Bz_gse,4.966879844665527
790,5,proton_zvelocity,-31.980449676513672
791,0,proton_yvelocity,2.2268667221069336
791,1,Temp,48.281768798828125
791,2,alpha_bulk_speed,330.04168701171875
791,3,alpha_thermal,48.59447479248047
791,4,alpha_density,0.15895482897758484
791,5,Bx_gsm,-0.22811226546764374
792,0,mean_integrated_flux_s17_mod,48953908.0
792,1,Bx_gsm,3.9680185317993164
792,2,mean_integrated_flux_s9_mod,19384072.0
792,3,By_gsm,4.146353244781494
792,4,alpha_density,0.00809935200959444
792,5,Temp,55.42406463623047
793,0,proton_yvelocity,4.697637557983398
793,1,proton_xvelocity,-349.4426574707031
793,2,mean_integrated_flux_s16_mod,9271850.0
793,3,mean_integrated_flux_s9_mod,29829744.0
793,4,By_gse,1.102353811264038
793,5,mean_integrated_flux_s18_mod,126060768.0
794,0,mean_integrated_flux_s17_mod,53941760.0
794,1,proton_zvelocity,-52.862064361572266
794,2,mean_integrated_flux_s10_mod,124658680.0
794,3,alpha_density,0.010172819718718529
794,4,Bx_gsm,-4.4907121658325195
794,5,mean_integrated_flux_s19_mod,30158796.0
795,0,alpha_density,0.022724635899066925
795,1,By_gsm,4.243508338928223
795,2,Bz_gse,-8.309680938720703
795,3,mean_integrated_flux_s17_mod,67124264.0
795,4,mean_integrated_flux_s16_mod,12714550.0
795,5,Bx_gse,-3.622457981109619
796,0,mean_integrated_flux_s18_mod,69932224.0
796,1,proton_xvelocity,-350.94940185546875
796,2,mean_integrated_flux_s11_mod,13490722.0
796,3,Bx_gsm,-5.940037727355957
796,4,mean_integrated_flux_s16_mod,21902472.0
796,5,Bz_gse,1.5574796199798584
797,0,proton_yvelocity,-3.082463264465332
797,1,mean_integrated_flux_s16_mod,8039181.0
797,2,Bx_gsm,4.712010383605957
797,3,mean_integrated_flux_s9_mod,26297696.0
797,4,Bz_gsm,4.508937835693359
797,5,alpha_density,0.08281812816858292
798,0,By_gsm,8.095230102539062
798,1,proton_xvelocity,-368.84149169921875
798,2,Temp,44.68159484863281
798,3,Density,12.286079406738281
798,4,mean_integrated_flux_s11_mod,75112520.0
798,5,Density,4.745481491088867
799,0,alpha_density,0.024978211149573326
799,1,mean_integrated_flux_s18_mod,44646536.0
799,2,By_gsm,4.503419876098633
799,3,alpha_density,0.00809935200959444
799,4,Speed_bulk_proton,416.567626953125
799,5,mean_integrated_flux_s19_mod,79087640.0
800,0,proton_yvelocity,-1.4661105871200562
800,1,mean_integrated_flux_s11_mod,50101344.0
800,2,proton_xvelocity,-358.9875183105469
800,3,mean_integrated_flux_s9_mod,22495524.0
800,4,Bz_gse,3.286677122116089
800,5,By_gsm,-0.3123273551464081
801,0,mean_integrated_flux_s18_mod,69932224.0
801,1,alpha_density,0.09641043841838837
801,2,By_gsm,3.446363925933838
801,3,alpha_bulk_speed,353.041748046875
801,4,Density,1.1991181373596191
801,5,Temp,52.86036682128906
802,0,By_gsm,-5.452837944030762
802,1,By_gse,-5.238059043884277
802,2,Bz_gse,-0.9071351289749146
802,3,mean_integrated_flux_s9_mod,20428556.0
802,4,By_gse,-4.485128402709961
802,5,Bx_gse,3.035618782043457
803,0,mean_integrated_flux_mod,7019214.0
803,1,alpha_density,0.10518652200698853
803,2,By_gse,-7.08966064453125
803,3,mean_integrated_flux_s11_mod,53712884.0
803,4,By_gse,-0.6915891170501709
803,5,Bx_gse,1.5667898654937744
804,0,proton_zvelocity,41.41010665893555
804,1,mean_integrated_flux_s9_mod,43157668.0
804,2,proton_yvelocity,3.4186923503875732
804,3,mean_integrated_flux_s9_mod,12883716.0
804,4,Bz_gsm,2.4459102153778076
804,5,Speed_bulk_proton,379.06903076171875
805,0,proton_yvelocity,1.0169415473937988
805,1,mean_integrated_flux_s11_mod,62373828.0
805,2,Bz_gsm,7.109663963317871
805,3,mean_integrated_flux_mod,30049320.0
805,4,Speed_bulk_proton,369.4625244140625
805,5,alpha_bulk_speed,372.4432373046875
806,0,Bx_gsm,3.5134496688842773
806,1,mean_integrated_flux_s17_mod,29248212.0
806,2,alpha_bulk_speed,370.2894287109375
806,3,Speed_bulk_proton,370.6983337402344
806,4,mean_integrated_flux_s10_mod,10136873.0
806,5,alpha_density,0.0918765589594841
807,0,mean_integrated_flux_s18_mod,67584272.0
807,1,Bx_gse,4.420250415802002
807,2,Speed_bulk_proton,361.7496032714844
807,3,alpha_bulk_speed,346.54266357421875
807,4,alpha_thermal,41.78390884399414
807,5,Bz_gsm,6.803073883056641
808,0,proton_yvelocity,2.0702624320983887
808,1,By_gsm,-0.39162135124206543
808,2,By_gsm,-3.825969696044922
808,3,By_gse,2.13510799407959
808,4,Speed_bulk_proton,362.499755859375
808,5,mean_integrated_flux_s17_mod,34221896.0
809,0,mean_integrated_flux_s17_mod,53941760.0
809,1,Speed_bulk_proton,345.206787109375
809,2,Bz_gsm,6.078516960144043
809,3,mean_integrated_flux_s10_mod,203735520.0
809,4,alpha_bulk_speed,378.0936279296875
809,5,alpha_thermal,57.74175262451172
810,0,mean_integrated_flux_s18_mod,54391988.0
810,1,Bz_gse,-2.3295159339904785
810,2,Bz_gsm,-6.567401885986328
810,3,mean_integrated_flux_s17_mod,164159584.0
810,4,mean_integrated_flux_s10_mod,57604320.0
810,5,Temp,48.650569915771484
811,0,proton_xvelocity,-521.4697265625
811,1,mean_integrated_flux_s17_mod,46400952.0
811,2,Bx_gsm,4.327114105224609
811,3,By_gsm,1.7408642768859863
811,4,Bz_gse,-1.0132474899291992
811,5,mean_integrated_flux_s9_mod,33203244.0
812,0,mean_integrated_flux_s18_mod,56742608.0
812,1,alpha_bulk_speed,349.93853759765625
812,2,Speed_bulk_proton,358.98712158203125
812,3,proton_yvelocity,15.609304428100586
812,4,By_gsm,-0.1488303542137146
812,5,alpha_thermal,51.22299575805664
813,0,mean_integrated_flux_s17_mod,42890752.0
813,1,alpha_bulk_speed,392.695556640625
813,2,alpha_bulk_speed,408.63677978515625
813,3,Bz_gsm,6.530271530151367
813,4,By_gsm,-0.3123273551464081
813,5,proton_yvelocity,11.716829299926758
814,0,proton_zvelocity,43.35783386230469
814,1,Temp,47.35822296142578
814,2,proton_yvelocity,3.844388008117676
814,3,Speed_bulk_proton,343.19647216796875
814,4,mean_integrated_flux_s16_mod,20167980.0
814,5,Bx_gse,0.8111001253128052
815,0,By_gsm,-5.610078811645508
815,1,mean_integrated_flux_s11_mod,131966304.0
815,2,mean_integrated_flux_s15_mod,9712783.0
815,3,Temp,51.44151306152344
815,4,Bx_gse,2.6672048568725586
815,5,proton_xvelocity,-369.4625244140625
816,0,mean_integrated_flux_mod,7019214.0
816,1,alpha_thermal,41.51786804199219
816,2,Bx_gse,4.054661750793457
816,3,alpha_density,0.13471367955207825
816,4,Temp,49.34557342529297
816,5,By_gse,1.4671303033828735
817,0,alpha_bulk_speed,536.4273681640625
817,1,Temp,79.28660583496094
817,2,alpha_density,0.01590569131076336
817,3,proton_yvelocity,24.815027236938477
817,4,mean_integrated_flux_s18_mod,98599480.0
817,5,mean_integrated_flux_s16_mod,8658088.0
818,0,alpha_thermal,33.30046081542969
818,1,mean_integrated_flux_mod,9528274.0
818,2,Bx_gse,4.420250415802002
818,3,Speed_bulk_proton,361.02130126953125
818,4,mean_integrated_flux_s9_mod,33974920.0
818,5,By_gsm,-0.9743579626083374
819,0,mean_integrated_flux_s10_mod,24507136.0
819,1,proton_xvelocity,-356.13970947265625
819,2,alpha_density,0.07624399662017822
819,3,Bz_gsm,-5.073660850524902
819,4,By_gsm,4.453271389007568
819,5,Bx_gse,0.11447826027870178
820,0,mean_integrated_flux_s10_mod,642669568.0
820,1,proton_xvelocity,-379.9578857421875
820,2,Temp,42.9249267578125
820,3,mean_integrated_flux_s18_mod,161490192.0
820,4,Bz_gsm,-3.998342752456665
820,5,mean_integrated_flux_s19_mod,55644068.0
821,0,Density,11.103139877319336
821,1,proton_xvelocity,-362.5007629394531
821,2,Temp,49.171791076660156
821,3,mean_integrated_flux_mod,29154402.0
821,4,Bx_gse,2.3766820430755615
821,5,Bz_gsm,0.5381226539611816
822,0,alpha_bulk_speed,524.384521484375
822,1,alpha_thermal,72.08561706542969
822,2,alpha_density,0.01590569131076336
822,3,Temp,68.35745239257812
822,4,proton_yvelocity,39.559593200683594
822,5,By_gsm,3.933426856994629
823,0,mean_integrated_flux_s9_mod,39377520.0
823,1,proton_yvelocity,3.991206169128418
823,2,mean_integrated_flux_s9_mod,13863890.0
823,3,Temp,56.02095031738281
823,4,alpha_thermal,50.60838317871094
823,5,By_gse,-3.4895291328430176
824,0,mean_integrated_flux_s18_mod,60601152.0
824,1,proton_zvelocity,28.041889190673828
824,2,alpha_density,0.012028409168124199
824,3,alpha_bulk_speed,413.78033447265625
824,4,Bx_gsm,0.7217181921005249
824,5,alpha_bulk_speed,392.695556640625
825,0,alpha_bulk_speed,524.384521484375
825,1,alpha_density,0.01590569131076336
825,2,Temp,71.63835144042969
825,3,mean_integrated_flux_mod,16770679.0
825,4,By_gsm,0.3585318624973297
825,5,mean_integrated_flux_s9_mod,58999080.0
826,0,mean_integrated_flux_s18_mod,72975672.0
826,1,Temp,46.79655456542969
826,2,Bz_gse,-7.795273303985596
826,3,Bz_gse,1.1962246894836426
826,4,By_gsm,2.8922438621520996
826,5,proton_xvelocity,-398.6047058105469
827,0,Bz_gsm,-6.775360107421875
827,1,By_gsm,-5.610078811645508
827,2,By_gse,-4.601355075836182
827,3,mean_integrated_flux_s11_mod,77208512.0
827,4,Bz_gse,-1.8172322511672974
827,5,mean_integrated_flux_s10_mod,133040648.0
828,0,mean_integrated_flux_s9_mod,39377520.0
828,1,proton_yvelocity,3.991206169128418
828,2,mean_integrated_flux_s9_mod,13215638.0
828,3,mean_integrated_flux_s11_mod,62373828.0
828,4,Bz_gsm,4.508937835693359
828,5,proton_xvelocity,-381.32061767578125
829,0,By_gsm,-4.513187408447266
829,1,Bz_gse,-0.9071351289749146
829,2,Speed_bulk_proton,388.305419921875
829,3,mean_integrated_flux_s16_mod,14601117.0
829,4,proton_xvelocity,-397.6598815917969
829,5,mean_integrated_flux_s9_mod,17734844.0
830,0,mean_integrated_flux_s18_mod,74558768.0
830,1,Temp,47.35822296142578
830,2,Speed_bulk_proton,344.23046875
830,3,mean_integrated_flux_s16_mod,21376710.0
830,4,mean_integrated_flux_s9_mod,61787104.0
830,5,By_gsm,6.869795799255371
831,0,By_gse,-7.08966064453125
831,1,alpha_density,0.11328347027301788
831,2,mean_integrated_flux_s10_mod,243920160.0
831,3,mean_integrated_flux_s18_mod,92655040.0
831,4,Temp,50.734012603759766
831,5,Speed_bulk_proton,384.00628662109375
832,0,mean_integrated_flux_s18_mod,49548288.0
832,1,Speed_bulk_proton,382.2425537109375
832,2,Bx_gse,0.6772069334983826
832,3,Speed_bulk_proton,406.296630859375
832,4,By_gsm,1.9399476051330566
832,5,Temp,52.68743133544922
833,0,mean_integrated_flux_s18_mod,49548288.0
833,1,alpha_density,0.09480181336402893
833,2,mean_integrated_flux_s19_mod,80102040.0
833,3,Bz_gsm,-4.685853958129883
833,4,mean_integrated_flux_s17_mod,76144320.0
833,5,proton_xvelocity,-389.122314453125
834,0,mean_integrated_flux_mod,9528274.0
834,1,mean_integrated_flux_s17_mod,22057738.0
834,2,proton_xvelocity,-372.33819580078125
834,3,proton_yvelocity,0.3803948163986206
834,4,proton_xvelocity,-377.3658447265625
834,5,Bz_gse,1.2505204677581787
835,0,proton_xvelocity,-521.4697265625
835,1,proton_zvelocity,41.41010665893555
835,2,By_gsm,4.195294380187988
835,3,alpha_density,0.06333576142787933
835,4,By_gse,6.226245403289795
835,5,alpha_density,0.00809935200959444
836,0,alpha_density,0.0933341234922409
836,1,Temp,46.79655456542969
836,2,mean_integrated_flux_s16_mod,62134480.0
836,3,proton_zvelocity,-38.21159362792969
836,4,By_gse,-1.2691195011138916
836,5,mean_integrated_flux_s11_mod,92968144.0
837,0,proton_yvelocity,4.135102272033691
837,1,mean_integrated_flux_s10_mod,54348096.0
837,2,Speed_bulk_proton,353.825927734375
837,3,mean_integrated_flux_s19_mod,41040312.0
837,4,mean_integrated_flux_s16_mod,20639720.0
837,5,proton_xvelocity,-376.4954833984375
838,0,mean_integrated_flux_s19_mod,10709808.0
838,1,Bz_gsm,-4.942940711975098
838,2,Bx_gsm,0.897113561630249
838,3,alpha_bulk_speed,415.10260009765625
838,4,proton_zvelocity,-53.62075424194336
838,5,mean_integrated_flux_s15_mod,6458207.0
839,0,mean_integrated_flux_s18_mod,54391988.0
839,1,alpha_density,0.08281812816858292
839,2,mean_integrated_flux_s19_mod,94215224.0
839,3,Bz_gse,-1.0684640407562256
839,4,Bz_gsm,-0.0058296192437410355
839,5,alpha_bulk_speed,394.89678955078125
840,0,proton_yvelocity,-1.6391665935516357
840,1,alpha_thermal,43.96369934082031
840,2,alpha_density,0.13132606446743011
840,3,proton_xvelocity,-341.18536376953125
840,4,By_gsm,-0.23058238625526428
840,5,Bz_gse,2.432117462158203
841,0,mean_integrated_flux_s11_mod,44081512.0
841,1,mean_integrated_flux_s9_mod,23005552.0
841,2,proton_xvelocity,-367.5121765136719
841,3,Speed_bulk_proton,399.0478820800781
841,4,Bz_gsm,4.583224296569824
841,5,By_gse,-4.238874435424805
842,0,proton_yvelocity,3.844388008117676
842,1,Temp,48.82890319824219
842,2,Speed_bulk_proton,345.206787109375
842,3,By_gse,7.679234504699707
842,4,alpha_thermal,50.40522766113281
842,5,alpha_density,0.21880483627319336
843,0,Bx_gsm,3.384622573852539
843,1,mean_integrated_flux_mod,7199387.0
843,2,Speed_bulk_proton,366.1201477050781
843,3,alpha_thermal,38.670955657958984
843,4,Density,10.421065330505371
843,5,mean_integrated_flux_s19_mod,29259268.0
844,0,proton_yvelocity,2.9745187759399414
844,1,mean_integrated_flux_s11_mod,63033984.0
844,2,Bz_gsm,7.109663963317871
844,3,Bx_gsm,0.4212794303894043
844,4,Bz_gsm,0.5381226539611816
844,5,proton_xvelocity,-372.33819580078125
845,0,alpha_density,0.01906598173081875
845,1,By_gsm,4.092800140380859
845,2,By_gse,6.755382061004639
845,3,Speed_bulk_proton,496.7669677734375
845,4,mean_integrated_flux_s9_mod,20931642.0
845,5,proton_zvelocity,30.100555419921875
846,0,By_gsm,-5.382079124450684
846,1,By_gsm,-0.9743579626083374
846,2,Bz_gse,-0.49363499879837036
846,3,proton_xvelocity,-384.0072021484375
846,4,mean_integrated_flux_s9_mod,13863890.0
846,5,proton_yvelocity,5.366798400878906
847,0,Bz_gsm,5.878535270690918
847,1,mean_integrated_flux_s18_mod,184917856.0
847,2,alpha_density,0.1151910200715065
847,3,proton_zvelocity,23.687347412109375
847,4,alpha_bulk_speed,384.0708312988281
847,5,Bx_gse,3.035618782043457
848,0,mean_integrated_flux_s18_mod,43023168.0
848,1,alpha_density,0.0877513438463211
848,2,By_gsm,3.446363925933838
848,3,Bx_gse,3.263951301574707
848,4,mean_integrated_flux_mod,23249450.0
848,5,Bz_gse,-3.5073294639587402
849,0,mean_integrated_flux_mod,6835219.5
849,1,mean_integrated_flux_s17_mod,22057738.0
849,2,By_gse,-1.5302934646606445
849,3,mean_integrated_flux_s15_mod,6023043.5
849,4,Bx_gse,4.920500755310059
849,5,Speed_bulk_proton,362.499755859375
850,0,mean_integrated_flux_s15_mod,2814956.0
850,1,mean_integrated_flux_s18_mod,68385536.0
850,2,Temp,47.179405212402344
850,3,Bz_gse,-7.795273303985596
850,4,Speed_bulk_proton,425.2601013183594
850,5,proton_zvelocity,30.86182403564453
851,0,mean_integrated_flux_s18_mod,47091896.0
851,1,Speed_bulk_proton,379.95672607421875
851,2,mean_integrated_flux_s18_mod,158818336.0
851,3,Bx_gse,0.5928144454956055
851,4,alpha_density,0.05632010102272034
851,5,proton_yvelocity,8.572885513305664
852,0,mean_integrated_flux_s18_mod,49548288.0
852,1,alpha_density,0.08224703371524811
852,2,mean_integrated_flux_s11_mod,46448784.0
852,3,mean_integrated_flux_s9_mod,21982344.0
852,4,proton_xvelocity,-358.3107604980469
852,5,Bx_gse,3.9680185317993164
853,0,Density,11.103139877319336
853,1,alpha_density,0.21880483627319336
853,2,proton_xvelocity,-352.4075927734375
853,3,By_gse,5.550811767578125
853,4,alpha_thermal,58.25231170654297
853,5,Temp,47.914188385009766
854,0,alpha_thermal,33.30046081542969
854,1,mean_integrated_flux_s9_mod,40927620.0
854,2,Bz_gsm,6.803073883056641
854,3,proton_yvelocity,5.107885360717773
854,4,alpha_bulk_speed,353.91461181640625
854,5,By_gse,1.3956120014190674
855,0,mean_integrated_flux_s11_mod,13490722.0
855,1,alpha_bulk_speed,355.6172180175781
855,2,proton_xvelocity,-357.57513427734375
855,3,proton_yvelocity,4.135102272033691
855,4,mean_integrated_flux_s19_mod,48566904.0
855,5,Bz_gse,1.2505204677581787
856,0,mean_integrated_flux_s11_mod,54326020.0
856,1,alpha_bulk_speed,361.91143798828125
856,2,By_gsm,-1.1233327388763428
856,3,By_gse,-1.9591339826583862
856,4,mean_integrated_flux_s9_mod,22495524.0
856,5,mean_integrated_flux_s19_mod,52813300.0
857,0,alpha_density,0.1199992448091507
857,1,By_gse,-7.236949920654297
857,2,By_gsm,-6.422142505645752
857,3,mean_integrated_flux_s10_mod,249542432.0
857,4,mean_integrated_flux_s18_mod,104526648.0
857,5,mean_integrated_flux_s11_mod,113406648.0
858,0,proton_yvelocity,-0.9474215507507324
858,1,mean_integrated_flux_s11_mod,61740424.0
858,2,proton_xvelocity,-357.57513427734375
858,3,mean_integrated_flux_s15_mod,10939468.0
858,4,mean_integrated_flux_s19_mod,35905304.0
858,5,Bx_gsm,0.9368070363998413
859,0,By_gsm,8.704458236694336
859,1,proton_xvelocity,-362.5007629394531
859,2,Temp,42.9249267578125
859,3,proton_yvelocity,18.809494018554688
859,4,By_gsm,-0.23058238625526428
859,5,Temp,51.259483337402344
860,0,proton_yvelocity,-2.526224136352539
860,1,Temp,47.73602294921875
860,2,mean_integrated_flux_mod,11023410.0
860,3,alpha_bulk_speed,328.05511474609375
860,4,mean_integrated_flux_s15_mod,4079942.5
860,5,Bx_gse,1.8225436210632324
861,0,Speed_bulk_proton,509.2115783691406
861,1,alpha_density,0.05403687059879303
861,2,By_gsm,3.9877467155456543
861,3,By_gse,6.3045148849487305
861,4,alpha_density,0.22220860421657562
861,5,alpha_density,0.010172819718718529
862,0,alpha_density,0.020279746502637863
862,1,alpha_density,0.05854810029268265
862,2,alpha_thermal,80.54490661621094
862,3,proton_zvelocity,26.80605125427246
862,4,Bz_gsm,-8.979551315307617
862,5,Speed_bulk_proton,433.61395263671875
863,0,mean_integrated_flux_mod,8655098.0
863,1,proton_zvelocity,-61.42296600341797
863,2,mean_integrated_flux_s15_mod,4225540.0
863,3,mean_integrated_flux_s10_mod,75022200.0
863,4,alpha_bulk_speed,391.8269348144531
863,5,Bx_gse,0.5511293411254883
864,0,mean_integrated_flux_s17_mod,45581544.0
864,1,alpha_density,0.09049109369516373
864,2,Bx_gse,3.3243837356567383
864,3,By_gsm,4.403558731079102
864,4,Speed_bulk_proton,371.7872314453125
864,5,mean_integrated_flux_s19_mod,67643168.0
865,0,By_gse,-7.540195465087891
865,1,By_gse,-8.217207908630371
865,2,Bx_gse,1.4415274858474731
865,3,proton_yvelocity,21.837188720703125
865,4,mean_integrated_flux_s9_mod,66836496.0
865,5,proton_xvelocity,-370.69866943359375
866,0,mean_integrated_flux_s17_mod,53941760.0
866,1,Temp,66.21269226074219
866,2,By_gse,-2.2982711791992188
866,3,alpha_bulk_speed,398.2788391113281
866,4,mean_integrated_flux_s9_mod,64179600.0
866,5,Bx_gse,2.2811810970306396
867,0,proton_zvelocity,-24.427997589111328
867,1,Bz_gsm,6.803073883056641
867,2,Speed_bulk_proton,386.5242919921875
867,3,Temp,65.9275894165039
867,4,By_gse,1.4671303033828735
867,5,mean_integrated_flux_mod,20831816.0
868,0,Bx_gse,3.035618782043457
868,1,Speed_bulk_proton,400.9045715332031
868,2,Bz_gsm,1.033646821975708
868,3,alpha_bulk_speed,332.5696105957031
868,4,mean_integrated_flux_s9_mod,17734844.0
868,5,By_gse,-3.9169914722442627
869,0,proton_xvelocity,-521.4697265625
869,1,alpha_bulk_speed,429.33013916015625
869,2,By_gsm,4.652153968811035
869,3,alpha_density,0.00809935200959444
869,4,mean_integrated_flux_s9_mod,12883716.0
869,5,mean_integrated_flux_s10_mod,43370024.0
870,0,mean_integrated_flux_s10_mod,24507136.0
870,1,proton_xvelocity,-352.4075927734375
870,2,mean_integrated_flux_s18_mod,115782016.0
870,3,By_gsm,4.652153968811035
870,4,Temp,50.383888244628906
870,5,Bz_gsm,-0.338833212852478
871,0,By_gsm,-3.6958322525024414
871,1,mean_integrated_flux_s11_mod,87935840.0
871,2,By_gse,-4.301673889160156
871,3,proton_yvelocity,14.298614501953125
871,4,alpha_bulk_speed,376.7048034667969
871,5,mean_integrated_flux_s17_mod,104313984.0
872,0,Bz_gsm,-5.9011640548706055
872,1,Bx_gse,0.37611961364746094
872,2,Temp,55.22100067138672
872,3,proton_xvelocity,-383.5589294433594
872,4,mean_integrated_flux_s9_mod,72534720.0
872,5,mean_integrated_flux_s16_mod,29224400.0
873,0,alpha_bulk_speed,536.4273681640625
873,1,alpha_density,0.05573466792702675
873,2,By_gsm,3.933426856994629
873,3,By_gse,6.66517448425293
873,4,Temp,53.02339172363281
873,5,proton_zvelocity,0.8066057562828064
874,0,proton_yvelocity,1.0169415473937988
874,1,mean_integrated_flux_s11_mod,59879612.0
874,2,mean_integrated_flux_s11_mod,23892600.0
874,3,Density,2.6838932037353516
874,4,alpha_thermal,60.151397705078125
874,5,proton_xvelocity,-386.52490234375
875,0,mean_integrated_flux_s17_mod,54846568.0
875,1,alpha_density,0.10279913246631622
875,2,Bz_gsm,-9.635990142822266
875,3,proton_zvelocity,5.69781494140625
875,4,alpha_density,0.00809935200959444
875,5,By_gsm,4.553986549377441
876,0,Bx_gse,3.035618782043457
876,1,alpha_thermal,83.0150146484375
